============================== SRIM-2013.00 ==============================
==============================================================================
===== TRIMOUT.txt: File of Transmitted / Backscattered / Sputtered Atoms =====
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= Xe(34.7 GeV) ==> Ilford G_5+Glass Soda_Li( 8.24 mm) =======
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  750 54 .1175802E+11   8240000E+01  .2934E+06  .2871E+05   .9999660  .0055077  .0061361
T  751 54 .1181660E+11   8240000E+01 -.1393E+06 -.9412E+05   .9999956  .0019669 -.0022271
T  752 54 .1185605E+11   8240000E+01 -.1221E+06  .6802E+04   .9999340 -.0112861 -.0021271
T  753 54 .1177813E+11   8240000E+01 -.2090E+06  .1221E+06   .9999859 -.0044116  .0029445
T  754 54 .1173896E+11   8240000E+01  .9420E+05 -.2574E+06   .9999331  .0028933 -.0112009
T  755 54 .1179206E+11   8240000E+01  .2907E+06  .5405E+05   .9999565  .0092370  .0013159
T  756 54 .1180232E+11   8240000E+01  .3557E+05 -.1400E+06   .9999951 -.0018305 -.0025231
T  757 54 .1174670E+11   8240000E+01 -.7374E+06  .5213E+06   .9998167 -.0172744  .0082547
T  758 54 .1166842E+11   8240000E+01  .5047E+05  .3194E+05   .9999982  .0016993  .0008552
T  759 54 .1182108E+11   8240000E+01 -.8841E+05  .4570E+05   .9999998 -.0004092  .0004957
T  760 54 .1181838E+11   8240000E+01  .2525E+06 -.1596E+06   .9999912  .0029377 -.0030014
T  761 54 .1168745E+11   8240000E+01 -.1382E+06  .1725E+06   .9999738 -.0057306  .0044158
T  762 54 .1177579E+11   8240000E+01  .4122E+05  .1869E+06   .9999450  .0016065  .0103644
T  763 54 .1177765E+11   8240000E+01  .9822E+04  .2029E+05   .9999989  .0005547  .0013622
T  764 54 .1180303E+11   8240000E+01 -.2725E+06 -.4382E+06   .9999616 -.0074291 -.0046475
T  765 54 .1184248E+11   8240000E+01 -.4959E+04  .7417E+05   .9999993 -.0011466 -.0004181
T  766 54 .1171994E+11   8240000E+01  .5798E+05  .7027E+05   .9999996  .0002117 -.0008294
T  767 54 .1174784E+11   8240000E+01 -.7016E+05 -.1374E+06   .9999972  .0001778 -.0023559
T  768 54 .1183134E+11   8240000E+01 -.7598E+05 -.1303E+06   .9999783  .0009251 -.0065153
T  769 54 .1176612E+11   8240000E+01 -.1178E+06  .3771E+05   .9999819 -.0012248  .0058876
T  770 54 .1175613E+11   8240000E+01 -.1813E+06 -.1372E+06   .9999854  .0004682 -.0053879
T  771 54 .1172441E+11   8240000E+01 -.2108E+06 -.4500E+05   .9999880 -.0030840  .0038068
T  772 54 .1184101E+11   8240000E+01  .1386E+06  .8820E+05   .9999893  .0044079 -.0013867
T  773 54 .1182367E+11   8240000E+01  .2378E+06  .9310E+05   .9999817  .0044778 -.0040582
T  774 54 .1177392E+11   8240000E+01  .1509E+06 -.2744E+06   .9999996  .0000274 -.0009481
T  775 54 .1185059E+11   8240000E+01  .1197E+06  .2599E+05   .9999947  .0028032  .0016494
T  776 54 .1188875E+11   8240000E+01 -.4111E+04  .2828E+06   .9999973 -.0017423  .0015570
T  777 54 .1175613E+11   8240000E+01 -.3783E+05 -.2496E+06   .9999790 -.0017491 -.0062377
T  778 54 .1174329E+11   8240000E+01 -.1390E+06 -.8113E+05   .9999977 -.0021554  .0001052
T  779 54 .1175824E+11   8240000E+01  .2544E+06 -.3358E+06   .9999247  .0111556 -.0051197
T  780 54 .1185130E+11   8240000E+01  .1420E+05  .1294E+06   .9999854  .0017122  .0051226
T  781 54 .1180552E+11   8240000E+01 -.2508E+05 -.4094E+05   .9999850 -.0041844 -.0035388
T  782 54 .1172824E+11   8240000E+01 -.3021E+05 -.8703E+05   .9999925 -.0012935 -.0036505
T  783 54 .1175730E+11   8240000E+01  .1136E+06 -.2181E+04   .9999979  .0012421  .0016428
T  784 54 .1177600E+11   8240000E+01  .6849E+05  .2686E+06   .9999420 -.0017083  .0106369
T  785 54 .1175438E+11   8240000E+01  .2146E+05  .9679E+05   .9999605  .0069847  .0054924
T  786 54 .1172234E+11   8240000E+01  .5673E+05 -.1346E+06   .9999996  .0006903 -.0006492
T  787 54 .1180722E+11   8240000E+01 -.1007E+06 -.1137E+06   .9999821 -.0059672 -.0004210
T  788 54 .1183195E+11   8240000E+01  .1566E+06 -.1547E+06   .9999956  .0028379  .0008473
T  789 54 .1177033E+11   8240000E+01 -.1580E+06  .3327E+06   .9999962  .0008206  .0026134
T  790 54 .1176177E+11   8240000E+01 -.2306E+05  .1006E+06   .9999967  .0018110 -.0018111
T  791 54 .1173153E+11   8240000E+01  .2510E+05 -.7335E+05   .9999878  .0018935 -.0045530
T  792 54 .1182383E+11   8240000E+01  .1637E+06 -.3062E+05   .9999850  .0043822 -.0032856
T  793 54 .1183503E+11   8240000E+01  .1593E+06  .2992E+05   .9999283  .0100379  .0065284
T  794 54 .1179535E+11   8240000E+01 -.3833E+05  .3982E+05   .9999946 -.0032285 -.0006479
T  795 54 .1176744E+11   8240000E+01 -.3959E+05 -.6087E+05   .9999978 -.0019530  .0007632
T  796 54 .1176235E+11   8240000E+01 -.3036E+05 -.2365E+06   .9999210  .0016520 -.0124625
T  797 54 .1182758E+11   8240000E+01  .2496E+06 -.2755E+05   .9999158  .0101500  .0080912
T  798 54 .1180633E+11   8240000E+01 -.1101E+06 -.1033E+06   .9999969 -.0003887 -.0024655
T  799 54 .1180544E+11   8240000E+01 -.1566E+06 -.1975E+06   .9999874 -.0005392 -.0049937
T  800 54 .1174184E+11   8240000E+01 -.1546E+06 -.3043E+06   .9999577  .0019024 -.0090037
T  801 54 .1182826E+11   8240000E+01  .2971E+06 -.1210E+05   .9999436  .0102217 -.0029002
T  802 54 .1179129E+11   8240000E+01 -.1604E+05 -.2722E+06   .9999885 -.0037873 -.0029354
T  803 54 .1184950E+11   8240000E+01  .1920E+06  .1494E+06   .9999941  .0034367  .0000815
T  804 54 .1179862E+11   8240000E+01 -.6335E+05  .1184E+06   .9999974 -.0017085  .0015427
T  805 54 .1180814E+11   8240000E+01 -.9809E+05  .2278E+06   .9999743 -.0057620  .0042625
T  806 54 .1180175E+11   8240000E+01 -.6264E+05  .8366E+05   .9999997  .0002090 -.0007911
T  807 54 .1173576E+11   8240000E+01 -.5326E+05 -.4462E+05   .9999758 -.0020289 -.0066591
T  808 54 .1170316E+11   8240000E+01  .1109E+06 -.1128E+06   .9996773 -.0220219 -.0126644
T  809 54 .1178214E+11   8240000E+01  .1063E+06 -.1245E+06   .9999883  .0037354 -.0030871
T  810 54 .1177892E+11   8240000E+01 -.9241E+05 -.1055E+06   .9999976 -.0006686 -.0020702
T  811 54 .1171141E+11   8240000E+01 -.8342E+05 -.2262E+05   .9999868 -.0005996  .0051013
T  812 54 .1179089E+11   8240000E+01  .1065E+06 -.2350E+06   .9999678  .0047052 -.0065057
T  813 54 .1175781E+11   8240000E+01 -.2671E+06 -.1916E+06   .9999369 -.0088402 -.0069277
T  814 54 .1173590E+11   8240000E+01 -.1085E+05 -.2007E+06   .9999742 -.0000488 -.0071861
T  815 54 .1176654E+11   8240000E+01  .3609E+05  .1091E+05   .9999934  .0028599  .0022423
T  816 54 .1178196E+11   8240000E+01 -.1913E+06  .3202E+06   .9999715  .0017760  .0073432
T  817 54 .1180128E+11   8240000E+01 -.2262E+06 -.1100E+06   .9999916 -.0024572  .0032817
T  818 54 .1176733E+11   8240000E+01  .2052E+06  .1382E+06   .9999817  .0058884  .0013523
T  819 54 .1180350E+11   8240000E+01  .1778E+06 -.8718E+05   .9999712  .0062191 -.0043553
T  820 54 .1175772E+11   8240000E+01 -.2941E+06  .2923E+06   .9999472 -.0046105  .0091797
T  821 54 .1173634E+11   8240000E+01  .1105E+06 -.1729E+06   .9999810  .0020676 -.0058052
T  822 54 .1173813E+11   8240000E+01 -.2859E+06  .2723E+06   .9999510 -.0049556  .0085667
T  823 54 .1173519E+11   8240000E+01  .8738E+05 -.1907E+06   .9999918  .0004660 -.0040107
T  824 54 .1182194E+11   8240000E+01 -.1005E+06  .1624E+06   .9999869  .0005118  .0050918
T  825 54 .1184226E+11   8240000E+01  .3295E+05 -.1413E+06   .9999937 -.0024954  .0025108
T  826 54 .1182456E+11   8240000E+01  .2354E+06 -.4098E+06   .9999779  .0003481 -.0066432
T  827 54 .1175410E+11   8240000E+01  .4774E+04 -.8877E+05   .9999967  .0014223 -.0021543
T  828 54 .1186192E+11   8240000E+01  .1597E+06  .1208E+06   .9999562  .0077901  .0051839
T  829 54 .1179523E+11   8240000E+01 -.1304E+06 -.5641E+05   .9999994 -.0009828 -.0005229
T  830 54 .1179559E+11   8240000E+01  .4858E+05  .8119E+04   .9999981 -.0017437  .0008853
T  831 54 .1186477E+11   8240000E+01  .2600E+06  .5575E+05   .9999753 -.0028225  .0064321
T  832 54 .1179282E+11   8240000E+01 -.2195E+06  .4821E+05   .9999852 -.0042622  .0033945
T  833 54 .1183334E+11   8240000E+01  .5947E+05 -.4797E+05   .9999882 -.0008447 -.0047922
T  834 54 .1181098E+11   8240000E+01 -.1529E+05  .1260E+06   .9999971  .0008812  .0022254
T  835 54 .1178768E+11   8240000E+01  .6867E+05 -.1674E+06   .9999790 -.0009106 -.0064160
T  836 54 .1180208E+11   8240000E+01  .1006E+06  .2238E+06   .9999883  .0021065  .0043579
T  837 54 .1170820E+11   8240000E+01 -.1065E+06 -.2181E+06   .9999661  .0028945 -.0077076
T  838 54 .1177578E+11   8240000E+01  .1394E+06 -.2926E+06   .9999852  .0035097 -.0041503
T  839 54 .1182986E+11   8240000E+01 -.7454E+05  .2537E+06   .9999634 -.0007278  .0085251
T  840 54 .1176383E+11   8240000E+01  .2120E+06  .1839E+06   .9999501  .0083924  .0054253
T  841 54 .1173799E+11   8240000E+01 -.9008E+05  .3015E+05   .9999941 -.0034331 -.0000827
T  842 54 .1179247E+11   8240000E+01  .2115E+06 -.8847E+05   .9999992  .0009777  .0008472
T  843 54 .1173569E+11   8240000E+01 -.3449E+06  .1452E+06   .9999451 -.0082656  .0064417
T  844 54 .1183368E+11   8240000E+01 -.5283E+06  .3971E+06   .9999622 -.0067011  .0055316
T  845 54 .1173175E+11   8240000E+01  .2457E+06  .1497E+06   .9999687  .0041047  .0067599
T  846 54 .1176881E+11   8240000E+01  .1185E+06  .1740E+05   .9998741  .0151971 -.0045743
T  847 54 .1184561E+11   8240000E+01  .2985E+06 -.8464E+05   .9999822  .0057867  .0014352
T  848 54 .1178746E+11   8240000E+01  .7769E+05 -.6720E+04   .9999680 -.0062736 -.0049567
T  849 54 .1180674E+11   8240000E+01  .1141E+06  .1161E+06   .9999499  .0076225  .0064948
T  850 54 .1180461E+11   8240000E+01  .2063E+06  .1429E+06   .9999800  .0036375  .0051657
T  851 54 .1179017E+11   8240000E+01  .2882E+05  .7538E+05   .9999967  .0025715 -.0002832
T  852 54 .1176842E+11   8240000E+01 -.1654E+06  .2777E+06   .9999782 -.0042049  .0050941
T  853 54 .1176339E+11   8240000E+01 -.3019E+06 -.2433E+05   .9999564 -.0091758  .0017478
T  854 54 .1183163E+11   8240000E+01  .4396E+05  .4949E+05   .9999879  .0046325  .0016548
T  855 54 .1183823E+11   8240000E+01 -.3369E+05 -.1728E+06   .9999714  .0013111 -.0074500
T  856 54 .1178162E+11   8240000E+01  .6808E+04  .8625E+05   .9999983 -.0015821 -.0009976
T  857 54 .1176739E+11   8240000E+01 -.2045E+06  .3528E+06   .9999644 -.0037217  .0075764
T  858 54 .1183847E+11   8240000E+01 -.8442E+05  .1769E+06   .9999991 -.0013518  .0000869
T  859 54 .1174728E+11   8240000E+01  .8357E+05 -.9110E+04   .9999897  .0044932 -.0005607
T  860 54 .1175435E+11   8240000E+01 -.2055E+06  .2161E+05   .9999737 -.0015378  .0070879
T  861 54 .1176860E+11   8240000E+01 -.2407E+05 -.1066E+06   .9999988  .0003803  .0014970
T  862 54 .1172672E+11   8240000E+01 -.8962E+04 -.1734E+06   .9999921  .0020295 -.0034167
T  863 54 .1180336E+11   8240000E+01 -.1536E+06  .1535E+06   .9999939 -.0007036  .0034239
T  864 54 .1176907E+11   8240000E+01 -.2238E+05 -.4225E+05   .9999917 -.0040441 -.0005131
T  865 54 .1176913E+11   8240000E+01 -.2673E+05  .1828E+06   .9999769  .0058452  .0034736
T  866 54 .1170673E+11   8240000E+01 -.2924E+05 -.2249E+06   .9999630 -.0024907 -.0082339
T  867 54 .1183064E+11   8240000E+01  .2245E+06 -.1139E+06   .9999839  .0047072 -.0031745
T  868 54 .1181002E+11   8240000E+01  .7952E+05  .6095E+05   .9999998  .0000059  .0006995
T  869 54 .1181659E+11   8240000E+01  .3553E+05  .1709E+06   .9999895 -.0011857  .0044186
T  870 54 .1183186E+11   8240000E+01  .1206E+06 -.1412E+06   .9999799  .0035881 -.0052260
T  871 54 .1180468E+11   8240000E+01  .8624E+05 -.4691E+05   .9999820  .0022004  .0055868
T  872 54 .1179819E+11   8240000E+01 -.2897E+05  .3068E+05   .9999940  .0032527  .0011612
T  873 54 .1183271E+11   8240000E+01 -.1133E+06 -.6887E+05   .9999852 -.0051829  .0016275
T  874 54 .1183322E+11   8240000E+01 -.8811E+04  .9300E+05   .9999765 -.0038134  .0056922
T  875 54 .1174174E+11   8240000E+01 -.2861E+05  .4370E+06   .9999767  .0018359  .0065699
T  876 54 .1180105E+11   8240000E+01 -.6483E+05  .5655E+05   .9999986 -.0007462  .0015091
T  877 54 .1174854E+11   8240000E+01  .1245E+06  .2835E+05   .9999982  .0012115  .0014767
T  878 54 .1175951E+11   8240000E+01  .7235E+05  .1637E+06   .9998148  .0044151  .0187326
T  879 54 .1180394E+11   8240000E+01  .2985E+04  .1031E+06   .9999932 -.0019614 -.0031256
T  880 54 .1180423E+11   8240000E+01 -.2355E+06  .7387E+05   .9999906 -.0043121 -.0003447
T  881 54 .1181173E+11   8240000E+01 -.1913E+06 -.2187E+06   .9999755 -.0055114 -.0043185
T  882 54 .1179889E+11   8240000E+01  .2054E+06 -.2132E+05   .9999439  .0086741  .0060815
T  883 54 .1179857E+11   8240000E+01  .4087E+05 -.9300E+05   .9999847  .0053191 -.0015171
T  884 54 .1177185E+11   8240000E+01 -.1965E+06 -.1258E+06   .9999997  .0006304 -.0005322
T  885 54 .1175492E+11   8240000E+01  .1045E+06 -.1070E+05   .9999867  .0051645  .0001155
T  886 54 .1173902E+11   8240000E+01  .3937E+05  .1589E+06   .9999993 -.0011020  .0003209
T  887 54 .1182885E+11   8240000E+01  .8807E+05 -.1745E+06   .9999989  .0014965  .0002303
T  888 54 .1185181E+11   8240000E+01 -.1307E+06  .2445E+06   .9999922 -.0009455  .0038221
T  889 54 .1182354E+11   8240000E+01  .4948E+05 -.7094E+05   .9999969  .0008965 -.0023023
T  890 54 .1183765E+11   8240000E+01 -.1116E+06  .2991E+05   .9999988 -.0002874 -.0015027
T  891 54 .1176834E+11   8240000E+01  .2771E+05 -.6973E+05   .9999998 -.0004088  .0004785
T  892 54 .1177490E+11   8240000E+01  .1469E+06 -.1154E+05   .9999962  .0021111 -.0017591
T  893 54 .1179753E+11   8240000E+01 -.2353E+05 -.1456E+06   .9999741  .0030690 -.0065072
T  894 54 .1178006E+11   8240000E+01 -.4883E+05  .1466E+06   .9999874 -.0050012 -.0003783
T  895 54 .1184570E+11   8240000E+01 -.2229E+06 -.8334E+05   .9999992  .0009184  .0008892
T  896 54 .1180875E+11   8240000E+01  .5874E+05 -.2132E+05   .9999901  .0029393  .0033424
T  897 54 .1180503E+11   8240000E+01  .5143E+05 -.5185E+05   .9999851  .0012311 -.0053129
T  898 54 .1179966E+11   8240000E+01  .1982E+06  .1003E+06   .9999770  .0038689  .0055698
T  899 54 .1176678E+11   8240000E+01  .8666E+05  .1521E+06   .9999699  .0067351  .0038560
T  900 54 .1181756E+11   8240000E+01 -.7127E+03 -.7613E+05   .9999681  .0008384  .0079483
T  901 54 .1181066E+11   8240000E+01  .5054E+05 -.8331E+05   .9999930  .0015910  .0033958
T  902 54 .1179153E+11   8240000E+01  .8849E+05  .1237E+06   .9999949  .0007499  .0031119
T  903 54 .1181115E+11   8240000E+01  .2462E+06 -.2403E+06   .9999532  .0068227 -.0068604
T  904 54 .1177391E+11   8240000E+01  .1777E+05 -.3424E+05   .9999882 -.0008002 -.0047906
T  905 54 .1186246E+11   8240000E+01 -.1306E+05  .1311E+06   .9999999 -.0002214  .0003560
T  906 54 .1182735E+11   8240000E+01 -.5586E+05  .2697E+05   .9999923  .0033679  .0020105
T  907 54 .1179750E+11   8240000E+01  .3177E+06  .2112E+06   .9998907  .0146885  .0016717
T  908 54 .1180546E+11   8240000E+01 -.4063E+05 -.2272E+04   .9999982  .0016547 -.0008804
T  909 54 .1179845E+11   8240000E+01 -.9311E+05  .1662E+05   .9999978 -.0018929  .0008821
T  910 54 .1179057E+11   8240000E+01 -.3404E+05 -.3119E+06   .9999455  .0023823 -.0101641
T  911 54 .1175043E+11   8240000E+01 -.1081E+06  .1844E+06   .9999183 -.0109283  .0066326
T  912 54 .1176939E+11   8240000E+01  .1369E+05 -.2540E+06   .9999945  .0014843 -.0029750
T  913 54 .1176053E+11   8240000E+01  .6364E+05 -.2581E+06   .9999618 -.0037040 -.0079172
T  914 54 .1185426E+11   8240000E+01  .5645E+05 -.1151E+06   .9999776  .0049588 -.0044944
T  915 54 .1175798E+11   8240000E+01 -.2937E+05 -.5684E+05   .9999988 -.0014499 -.0005397
T  916 54 .1184171E+11   8240000E+01 -.8400E+05  .6707E+05   .9999801 -.0055590  .0029763
T  917 54 .1179977E+11   8240000E+01 -.2240E+06  .1230E+06   .9999830 -.0052579  .0025140
T  918 54 .1177134E+11   8240000E+01  .1000E+06 -.2338E+06   .9999584  .0059671 -.0068921
T  919 54 .1177999E+11   8240000E+01  .1114E+06 -.2136E+05   .9999224 -.0011764 -.0123995
T  920 54 .1180774E+11   8240000E+01 -.1677E+06 -.5679E+05   .9999903 -.0043749 -.0005971
T  921 54 .1177152E+11   8240000E+01 -.1592E+05 -.3923E+05   .9999990 -.0007266  .0012526
T  922 54 .1180020E+11   8240000E+01  .1432E+05  .6600E+05   .9999915 -.0014904  .0038387
T  923 54 .1186834E+11   8240000E+01 -.1873E+06 -.8023E+05   .9999694 -.0077894  .0007842
T  924 54 .1186495E+11   8240000E+01  .6578E+04 -.3560E+05   .9999975  .0000257 -.0022240
T  925 54 .1180353E+11   8240000E+01  .1513E+06 -.4368E+05   .9999925  .0021621 -.0032257
T  926 54 .1180027E+11   8240000E+01 -.1408E+06  .1626E+06   .9999844 -.0007614  .0055300
T  927 54 .1169007E+11   8240000E+01  .4317E+06  .3940E+06   .9997406  .0181589  .0137456
T  928 54 .1177790E+11   8240000E+01  .4108E+04  .1762E+06   .9999972 -.0017670 -.0015529
T  929 54 .1182367E+11   8240000E+01  .2033E+06 -.1957E+06   .9999633  .0064888 -.0055901
T  930 54 .1182071E+11   8240000E+01  .4527E+05  .2207E+05   .9999869  .0025354 -.0044549
T  931 54 .1184895E+11   8240000E+01 -.4675E+05 -.1548E+06   .9999866  .0036524 -.0036690
T  932 54 .1175378E+11   8240000E+01  .1705E+06 -.7683E+04   .9999903  .0025523 -.0035890
T  933 54 .1182778E+11   8240000E+01 -.5035E+05 -.3998E+05   .9999951  .0030289 -.0008209
T  934 54 .1179163E+11   8240000E+01 -.8831E+04 -.2614E+06   .9999923 -.0018030 -.0034742
T  935 54 .1182590E+11   8240000E+01 -.1782E+06  .2007E+06   .9999877 -.0009230  .0048741
T  936 54 .1175890E+11   8240000E+01  .1912E+05 -.1767E+06   .9999904 -.0001140 -.0043775
T  937 54 .1178690E+11   8240000E+01 -.6994E+04 -.1912E+06   .9999987  .0007288 -.0014655
T  938 54 .1181660E+11   8240000E+01 -.4281E+06  .7429E+05   .9999545 -.0093844  .0017118
T  939 54 .1172592E+11   8240000E+01  .2431E+06 -.4535E+06   .9999229  .0059770 -.0108878
T  940 54 .1169375E+11   8240000E+01 -.4180E+06 -.3553E+06   .9999707 -.0038378 -.0066166
T  941 54 .1175259E+11   8240000E+01  .1071E+06 -.9351E+05   .9999977  .0003080 -.0021444
T  942 54 .1178427E+11   8240000E+01  .3629E+06  .9367E+05   .9999901  .0037258  .0024161
T  943 54 .1181344E+11   8240000E+01  .1594E+06  .2318E+06   .9999742  .0036246  .0062001
T  944 54 .1179139E+11   8240000E+01  .2372E+06 -.5108E+05   .9999823  .0044363 -.0039646
T  945 54 .1181504E+11   8240000E+01 -.1236E+04  .8554E+05   .9999195 -.0039127  .0120687
T  946 54 .1172060E+11   8240000E+01  .5695E+06  .6015E+06   .9999765  .0042178  .0054051
T  947 54 .1172546E+11   8240000E+01  .2936E+05  .2208E+05   .9999987  .0013700  .0009002
T  948 54 .1180516E+11   8240000E+01 -.1696E+06 -.5867E+05   .9999979  .0003568  .0020326
T  949 54 .1179149E+11   8240000E+01 -.3186E+06 -.4212E+05   .9999777 -.0064093  .0018946
T  950 54 .1177181E+11   8240000E+01 -.1006E+06  .7075E+05   .9999958 -.0018938 -.0021913
T  951 54 .1187544E+11   8240000E+01 -.3306E+05  .6079E+05   .9999806  .0016456  .0060096
T  952 54 .1174053E+11   8240000E+01  .4253E+04  .1304E+06   .9999744  .0023363  .0067680
T  953 54 .1173846E+11   8240000E+01  .1409E+05  .2710E+05   .9999953  .0015108 -.0026819
T  954 54 .1177804E+11   8240000E+01  .3587E+05  .2601E+05   .9999986 -.0016561 -.0003167
T  955 54 .1175661E+11   8240000E+01 -.7886E+04 -.2379E+06   .9999556  .0012599 -.0093350
T  956 54 .1171131E+11   8240000E+01  .3704E+06  .2116E+06   .9999763  .0064399  .0024474
T  957 54 .1182060E+11   8240000E+01  .2764E+06  .2300E+06   .9999724  .0014087  .0072941
T  958 54 .1183454E+11   8240000E+01 -.3256E+05 -.1564E+06   .9999894 -.0011588 -.0044624
T  959 54 .1169085E+11   8240000E+01 -.1422E+06  .2087E+06   .9999890  .0002244  .0046914
T  960 54 .1182781E+11   8240000E+01  .1306E+06 -.1217E+06   .9999665  .0061035 -.0054463
T  961 54 .1175992E+11   8240000E+01 -.1592E+06 -.5085E+05   .9999826 -.0055417 -.0020442
T  962 54 .1184269E+11   8240000E+01  .1144E+06  .1002E+06   .9999850  .0050389  .0021644
T  963 54 .1183289E+11   8240000E+01  .1019E+06 -.1533E+06   .9999775  .0051175 -.0043314
T  964 54 .1177774E+11   8240000E+01  .1271E+06  .1097E+06   .9999994  .0000330  .0011089
T  965 54 .1167874E+11   8240000E+01 -.6671E+05 -.1387E+06   .9999703  .0038730 -.0066693
T  966 54 .1172237E+11   8240000E+01  .1995E+06 -.1103E+06   .9999804  .0038754 -.0049125
T  967 54 .1172953E+11   8240000E+01  .1060E+06  .4631E+05   .9999992 -.0005126 -.0011444
T  968 54 .1179591E+11   8240000E+01  .2560E+06 -.1305E+06   .9999646  .0068191 -.0049320
T  969 54 .1178953E+11   8240000E+01  .3372E+05 -.1902E+06   .9999635  .0025193 -.0081653
T  970 54 .1184065E+11   8240000E+01  .1870E+06 -.1695E+06   .9999680  .0069844 -.0039079
T  971 54 .1167402E+11   8240000E+01  .1447E+06  .9379E+04   .9999737  .0070822  .0015449
T  972 54 .1181148E+11   8240000E+01  .3604E+05  .1911E+06   .9999843  .0017608  .0053167
T  973 54 .1180065E+11   8240000E+01 -.3338E+06 -.1866E+06   .9999806 -.0062256 -.0003729
T  974 54 .1176263E+11   8240000E+01  .2525E+05 -.1564E+06   .9999984 -.0005337 -.0017307
T  975 54 .1170508E+11   8240000E+01  .2977E+05  .2254E+06   .9999976  .0004771  .0021465
T  976 54 .1185935E+11   8240000E+01 -.1660E+06 -.1276E+06   .9999975 -.0012931  .0018080
T  977 54 .1177242E+11   8240000E+01 -.4177E+05 -.2898E+05   .9999996 -.0002095 -.0008786
T  978 54 .1166101E+11   8240000E+01 -.2604E+06  .9939E+05   .9994403 -.0012594 -.0334289
T  979 54 .1179713E+11   8240000E+01  .1083E+06  .5600E+06   .9998800  .0044781  .0148308
T  980 54 .1181931E+11   8240000E+01 -.5699E+05 -.3861E+05   .9999969  .0019506 -.0015161
T  981 54 .1167979E+11   8240000E+01 -.5981E+05 -.4352E+05   .9999833 -.0017446  .0055182
T  982 54 .1176687E+11   8240000E+01 -.2420E+06 -.1402E+06   .9999829 -.0057195 -.0012406
T  983 54 .1187970E+11   8240000E+01 -.8276E+05  .1842E+06   .9999911 -.0033817  .0025213
T  984 54 .1173162E+11   8240000E+01 -.1714E+06  .6319E+05   .9999948 -.0032143  .0002312
T  985 54 .1176321E+11   8240000E+01  .6278E+05 -.4479E+05   .9999784  .0048717 -.0044208
T  986 54 .1179892E+11   8240000E+01  .8481E+05 -.1004E+06   .9999838  .0044899 -.0034956
T  987 54 .1179213E+11   8240000E+01  .2838E+06  .2483E+06   .9999669  .0055911  .0059187
T  988 54 .1177926E+11   8240000E+01  .2259E+06  .1354E+05   .9999912  .0041552 -.0005227
T  989 54 .1181643E+11   8240000E+01 -.7568E+05  .1522E+06   .9999797  .0052038  .0036779
T  990 54 .1184028E+11   8240000E+01 -.9131E+04 -.1696E+06   .9999991  .0013032 -.0001485
T  991 54 .1183770E+11   8240000E+01 -.3088E+06 -.1288E+06   .9999142 -.0106472 -.0076320
T  992 54 .1182830E+11   8240000E+01 -.7688E+05 -.1303E+06   .9999926 -.0036744 -.0011434
T  993 54 .1179607E+11   8240000E+01 -.1016E+06 -.1309E+06   .9999965 -.0026384  .0000027
T  994 54 .1177286E+11   8240000E+01  .8732E+05 -.1163E+06   .9999978  .0009714 -.0018849
T  995 54 .1185269E+11   8240000E+01 -.9318E+05 -.9254E+05   .9999727 -.0041270  .0061282
T  996 54 .1176237E+11   8240000E+01  .2193E+06  .3396E+05   .9999953  .0026431  .0015612
T  997 54 .1174949E+11   8240000E+01  .3010E+05  .3482E+06   .9999678  .0013391  .0079138
T  998 54 .1177720E+11   8240000E+01 -.1472E+06  .3177E+06   .9999611 -.0019923  .0085937
T  999 54 .1174721E+11   8240000E+01  .2123E+06 -.1122E+06   .9999643  .0084424 -.0004587
